pair_id,customer_message,historical_reply,candidate_type,gold_intent,escalation_label,notes
402,@AppleSupport downloaded iOS 11 &amp; my iPhone 6 battery lasts 1.5 hours when I’m not on it. Total trash. You gonna release an update to help?,@210320 We have released 11.0.2. Make sure you have a backup and then go ahead and get your iPhone updated: https://t.co/80YRnjDFDk,category_candidate,,,
403,@AppleSupport After I downloaded iOS 11,@193949 Try out these steps: https://t.co/yddZBqBMPy Connect with us by DM if there's still any issue. We'll get your calls connecting. https://t.co/GDrqU22YpT,ambiguous,,,
404,"@116333 hi Tim, I love your products, including the iPhone X. But I have to say I’m really disappointed in #iOS11. All the glitches have really made me dislike iOS for the very first time since the first iPhone came out. Sincerely disappointed, Jay.",@200726 We'd like to help out with any issues you may be experiencing with iOS 11. Send us a DM and we'll take a closer look. https://t.co/GDrqU22YpT,category_candidate,,,
405,@AppleSupport Louisville Kentucky,"@396527 Alright, thanks! This link will provide the information you're looking for: https://t.co/5kGj5UtyYZ",ambiguous,,,
406,"@AppleSupport I have restarted my computer, yes.",@373660 Thanks for restarting. Please complete these steps and let us know the result: https://t.co/1SrHVMz478,ambiguous,,,
407,"@AppleSupport Ever since the update, my phone has been extremely slow, battery life has diminished, my music/podcasts skip out of the blue frequently and alarm volume is almost non existent.","@726351 Thanks for that info. Go ahead and reach out to us in DM and tell us which iPhone model you have, which iOS version you have and what country you're located in. We'll be happy to assist from there. https://t.co/GDrqU22YpT",category_candidate,,,
408,"@AppleSupport Ever since upgrading to iOS11, iPhone 6 keeps changing screen brightness erratically all the time. Won’t stay set. Annoying.","@598351 We are here to help. Check out the ""About brightness levels"" section in the following article: https://t.co/bkqEVCrK2l",category_candidate,,,
409,"does anybody know how to actually download this onto my computer? I got it on my phone, but on iTunes on laptop says they're all purchased, but when I play it is only the 1:30 preview. and if I click 'check for downloads' it says there is nothing D: @AppleSupport @118721 #rep https://t.co/2ZWubBSNuZ","@664104 Thanks for reaching out about this situation. Let’s team up to get this addressed so you can enjoy that album in its entirety on your computer. If you follow the steps from this article, are you able to download the album? https://t.co/I39AyMJNgb",category_candidate,,,
410,@AppleSupport Upgraded Mac (retina 4k 27” late 2014) to High Sierra this week. Photos app is nightmare. Editing virtually impossible as adjustments take 30secs – 1 min to appear. Photos frequently crashes too. Help please?,@117107 Let's get you connected to our Photos team. Please use this link to get in contact with them: https://t.co/IBIY3vMgPj Select Apps &amp; Software &gt; Mac apps.,category_candidate,,,
411,@AppleSupport Siri doesn’t translate from indian english,@462337 We're here to help. You can find more information on Siri and its features here: https://t.co/7mwdoAblwV,category_candidate,,,
412,"okay @123765 got me, but @115858 fuckin up",@534041 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9,ambiguous,,,
413,@AppleSupport any know reason why the Music menu shows up on my wake up screen when I am not playing any audio?,@464817 Hello. You can control what items are display when you raise to wake. Check out this link: https://t.co/E5rXv2xyuq,category_candidate,,,
414,@AppleSupport 11.1,"@136046 Do you have a recent backup in iCloud or iTunes of the device? If not, we'll want to do a backup now with these steps: https://t.co/4f8hwT5to6 Then let's update the latest iOS version and see if the issue persists. If it does, let us know in Direct Message. https://t.co/GDrqU22YpT",ambiguous,,,
415,@AppleSupport Where the airdrop in iPhone x !!,@640022 We can help out. Are you using these steps: https://t.co/1sfjYKb68x,ambiguous,,,
416,"how do i have my phone plugged in charging, and it still be dyin???? @115858 ??? this update is 🚮🚮🚮","@454573 Hey, let's work together on the battery life. First, can you tell us the exact iOS version?",category_candidate,,,
417,@AppleSupport 11.0.3,@474345 Do you happen to notice this behavior with certain apps or all apps? Let us know in DM to continue. https://t.co/GDrqU22YpT,ambiguous,,,
418,@AppleSupport why is my facetime not working on my mac??? what could i do to fix it?,@739245 We know you need to stay in contact with family and friends with FaceTime and we'll be glad to help you with this. What happens when you try to use it? We have some steps located here that can help: https://t.co/a3pjcxysN2,category_candidate,,,
419,"@AppleSupport updated my iPhone and now all my iTunes music is edited, all explicit is gone. Why???",@636479 Thanks for reaching out to us for support. Can you please tell us which version of iOS you are currently running?,category_candidate,,,
420,"@AppleSupport No updates on the car, and my partner’s phone is pairing with Android Auto just fine. When I try plug my phone into the car, the car doesn’t respond at all. Even bought a new cord to make sure it wasn’t a connection issue.","@138164 You've completed some great steps, thanks. DM the make and model of your car and we'll continue there. https://t.co/GDrqU22YpT",category_candidate,,,
421,#iOSbugs Control Centre shows Bluetooth and WiFi are off but Settings are on. @AppleSupport @115858,"@508563 Also, in Control Center, devices are only disconnected from Wi-Fi/Bluetooth. Find more info here: https://t.co/G7BHuQnDS6",category_candidate,,,
422,"@AppleSupport iPhone 7 and I updated to the newest ios but the phone started crashing and the screen freezing, also powering off",@123686 We'd like to help out with this. Join us in DM so that we can gather more details about your device. https://t.co/GDrqU22YpT,category_candidate,,,
423,@AppleSupport Yes I am,"@150203 Was this song previously available to you? Has the iTunes Store region changed or your physical location? Due to decisions by artists and other rights holders, not all songs may be available in all regions at the same time.",ambiguous,,,
424,"@AppleSupport Im new to using Apple Music. I’ve made a playlist, but I want to know if I delete the songs from my library will they stay on the playlist","@248691 If the songs are deleted from your library, they're deleted from the playlist too. https://t.co/KOUkeJMI38 DM us any questions: https://t.co/GDrqU22YpT",category_candidate,,,
425,@AppleSupport why can't I use my card to buy more iCloud storage on my card when I'm on family sharing? Am I missing something??,"@585429 On Family Sharing, what you buy is charged to the organizer's card, unless you have store credit. More here: https://t.co/dmLzCj6kTP",category_candidate,,,
426,@115858 please correct the keyboard issue- #annoyed,"@543449 Fill us in via DM on the issue you're experiencing with your keyboard and on which device, then we can help out. https://t.co/GDrqU22YpT",category_candidate,,,
427,@AppleSupport iOS 11.1,@677524 Thank you. Send us a DM and we'll continue assisting you there. https://t.co/GDrqU22YpT,ambiguous,,,
428,"@AppleSupport 11.0.3. My apps randomly crash, swiping between the app screens on the home page gets laggy, my phone will drop WiFi when it feels like it",@477011 We recently released iOS 11.1. Let's try updating after backing up with our steps here: https://t.co/6p9Tcj51N4 DM your results https://t.co/GDrqU22YpT,category_candidate,,,
429,"Just updated to iOS 11.1 &amp; iPhone will recognize it’s being charged for under 1 min then stops charging. What’s up with that, @AppleSupport?","@477770 We'd love to look into this with you. Are you using an Apple certified or 3rd-party cable? Also, which iPhone do you have?",category_candidate,,,
430,@AppleSupport hello i need help on my iphone,@691432 We'll be happy to help. DM us and we'll go from there. https://t.co/GDrqU22YpT,ambiguous,,,
431,@AppleSupport @10190 My phone got hang when watsapp notification came on screen even not able switch off my phone https://t.co/3kNPNy8dDu,@497020 Thanks for the video. Let's work through the steps in this article to see if we can get it restarted: https://t.co/iE95lxiuIy,category_candidate,,,
432,@AppleSupport my phone is stuck on this screen. Tried plugging in computer to connect to iTunes. Any suggestions? https://t.co/GO2JDb3l9g,"@680104 We can help! Have you tried the steps in the following article: https://t.co/8MvHMFZ83h Start there and let us know if you'd like more help, we're here for you.",category_candidate,,,
433,"@AppleSupport iOS 11.1.2 on iPhone6: battery still drains suddenly (40% to 9% in 5 mins), even the low power mode warning is skipped and it switches off. Was fine with 11.0.x. Are you aware of this?",@143280 We'd like to take closer look. Please join us in DM. https://t.co/GDrqU22YpT,category_candidate,,,
434,@AppleSupport SE.,@219648 Did you first notice this after updating to 11.0.3 or before?,ambiguous,,,
435,@115858 aagghhh! My iPhone updated overnight and now my battery is draining before my eyes. Revert! Revert! Do you have a fix for this?,"@557860 Hey there, thanks for reaching out to us. We know how vital the battery is for your iPhone and we'll help. DM us. https://t.co/GDrqU22YpT",category_candidate,,,
436,@AppleSupport why does this keep coming up? I have to sign in every two days. https://t.co/iLLWxF0RVM,@697232 We are here to help. DM us what comes up if you hit continue. https://t.co/GDrqU22YpT,category_candidate,,,
437,@AppleSupport thank you so much! so is my password safe or should I change it just to be safe?,@472586 You're welcome. Your password is safe but you can change it if you want to. It's completely up to you.,category_candidate,,,
438,@AppleSupport Thank you!,@518834 You're very welcome. Let us know if you have any questions along the way.,ambiguous,,,
439,"@AppleSupport hi, just installed 11.0.2 iOS on iPhone SE. Can’t seem to accept iCloud terms and conditions, page gets stuck, pls help! https://t.co/76tWeOCKBH",@188890 We'll assist. Does this condition persist after restarting? How about on cellular data instead of Wi-Fi?,category_candidate,,,
440,"@AppleSupport My daughter's iTunes is on my account, but her iCloud is on hers. How can I upgrade her iCloud storage?",@573378 We want to gather more details about this so we can make sure we are providing the best guidance. Meet us in DM. https://t.co/GDrqU22YpT,category_candidate,,,
441,So @AppleSupport my phone is not holding charge no more.,@470249 We understand that reliability is essential. Learn to maximize your battery life here. https://t.co/TpjqFp3jxD https://t.co/GDrqU22YpT,category_candidate,,,
442,@AppleSupport fix your chargers https://t.co/xOyxOIczwm,@202921 Thanks for contacting us. Please send us a DM with the device you use with the Lightning to USB cable. https://t.co/GDrqU22YpT,category_candidate,,,
443,@115858 fix this “ I️ “,@527512 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9,ambiguous,,,
444,"@AppleSupport ever since the iOS 11.0.3 update iMessage doesn’t want to work, apps take forever to open, and battery life is getting crushed. This is awful",@342738 That's certainly not an experience we want you to have. Let's work on this together in DM. https://t.co/GDrqU22YpT,category_candidate,,,
445,@AppleSupport How can I fix this? It turns into numbers like I don't even know how. It happens when I connect my iPhone on iTunes. https://t.co/TE1qjq0caS,@662073 Let's get this to show properly. Are you an Apple Music member? Is this music that was imported to your library or purchased via iTunes?,category_candidate,,,
446,"the update has managed to make my phone die even faster than before, thanks @115858",@556112 You're in the right place. We're eager to help. How many times are you having to charge your iPhone each day? Please DM us. https://t.co/GDrqU22YpT,category_candidate,,,
447,@AppleSupport How do i Setup iTunes default playlist to shuffle all songs? when i hit play on my keyboard it only play the downloaded ones,@764739 We'd love to help out with your iTunes music. Have you tried the steps here? https://t.co/Q3ojzTGrTU,category_candidate,,,
448,Hey @AppleSupport I don’t remember setting up a password for my iPhone backup but iTunes is asking for one.,"@362205 iTunes encrypted passwords are a great way to protect your data. For more information, check this out: https://t.co/s6tdVStcb2",category_candidate,,,
449,@AppleSupport my Apple Music subscription begun like a week ago but it says I have to renew my membership please help,@520097 Thank you. We’re investigating &amp; will update our System Status page as more info becomes available: https://t.co/Fcu0biZf0L,category_candidate,,,
450,@AppleSupport can y’all fix the eye problem,@508865 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9,ambiguous,,,
451,"@AppleSupport Nope. It asks for the login credentials, 4-5 times but nothing starts downloading.","@266461 When you've been trying to download these apps, has that been over a Wi-Fi connection, a cellular connection, or both? And to get ready for a possible step we'd like to try, are you using Apple Music on your iPhone?",category_candidate,,,
452,@AppleSupport 3 days ago,@217541 Let's meet up in Direct Message and we'll take a closer look at this. https://t.co/GDrqU22YpT,ambiguous,,,
453,Ok here we go. @AppleSupport @115858 how can I have two iPhones brick themselves and die this year? How can my paid storage have failed?,@464816 We want to do everything we can to help you with your phones. Can you explain what exactly is happening with your devices?,category_candidate,,,
454,"@AppleSupport My music, text messaging mostly","@696600 Thanks for confirming. Next, do you know if you have a backup and also, do you have access to a computer that has or could be used for iTunes?",ambiguous,,,
455,@AppleSupport 7 plus iOS 11.1,@393318 Thanks. Let's look into this further via DM. Let us know which country you're located in to get started. https://t.co/GDrqU22YpT,ambiguous,,,
456,@AppleSupport It's happened to my on SoundCloud and Apple Music. iPhone 7,@817563 Thanks for letting us know. Which version of iOS are you running on the iPhone currently? Does this happen when headphones are plugged in and through your speakers as well or only when headphones are plugged in?,category_candidate,,,
457,"@AppleSupport When my iPhone X is locked, is there a way to access the Notifications Center without first unlocking the phone first?","@116350 Thanks for reaching out. You can access the notifications at any time by swiping down from the top left corner. If you have Face ID set up however, the phone will typically unlock in that process, as you'll be looking at it while doing so. Let us know if that helps.",category_candidate,,,
458,@AppleSupport It works fine with my car Bluetooth. But with my portable speaker and other portable speakers it does not,@437766 Do you have this issues with other devices that are connecting with your Bluetooth speaker?,category_candidate,,,
459,@AppleSupport I am getting an error on instagram too it says “The network connection was lost”. I’m new to the Apple Watch so don’t have many apps,@200735 Let's remove and reinstall the Apps on your Apple Watch: https://t.co/WvmHrJTkFm Send us a DM if the issue persists. https://t.co/GDrqU22YpT,category_candidate,,,
460,@115858 i updated and when i turn off wifi it automatically turns it back on after lock and unlock.. very annoying.. u know about this?,@320714 Are you turning Wi-Fi off in Settings? Control Center just disconnects Wi-Fi. Read more here: https://t.co/vzVz37YMv0,category_candidate,,,
461,@AppleSupport Yes.,"@758713 When you plug the iPhone in, does it begin to charge? Does the computer recognize that you've plugged a device in?",ambiguous,,,
462,@AppleSupport Im having trouble downloading apps it ask me to review my id then its just a white screen,@387238 We want to be sure you can download apps as expected. What's the specific message you see? Which device are you using?,category_candidate,,,
463,@AppleSupport Please advice to fix this asap,@563023 We'd like to take a closer look into this. DM us the iOS version installed &amp; how the iPad was being used when this began. https://t.co/GDrqU22YpT,ambiguous,,,
464,Was soll das @115858 ??? iPhone 7 nach Softwareupdate mit Abstürzen und permanenter Live-Fotos trotz abgeschalteter Funktion. MacBook Pro gerade in einer Dauerinstallations-Schleife gefangen mit permanenten Neustarts ohne Sinn und Verstand. Läuft bei Euch! Beschissen.,@372740 We offer support via Twitter in English. Contact us for help in your preferred language here: https://t.co/IBIY3vMgPj,category_candidate,,,
465,@154027 Same here. Lets tell @applesupport,@154026 We'd like to hear more about what's going on. Are you experiencing issues with any apps in particular?,ambiguous,,,
466,@AppleSupport new update for macs have stopped them from receiving or sending airdrops?,@739662 Help is here! Check out this article and let us know if the issue with AirDrop persists: https://t.co/EEbaFQMCMU,category_candidate,,,
467,"@AppleSupport The IOS update is causing my apps to freeze. Also, the touch screen is having a hard time with the small icons.",@412298 We are here to help. Please DM us and we will continue from there. https://t.co/GDrqU22YpT,category_candidate,,,
468,@115858 fix the I️,@516269 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/uQeXsrrlXJ,ambiguous,,,
469,@AppleSupport Before when I turned off WiFi in the control center it stayed off I wouldn’t have to go to settings for this.,@173618 The controls have changed with iOS 11. You can review more in the link and DM us any questions: https://t.co/43g6V5Cw78 https://t.co/GDrqU22YpT,category_candidate,,,
470,@AppleSupport how do I report a phishing email?,@737130 Sure thing! Our article at https://t.co/LNMCdqt6fD has info on how to identify and report those types of emails.,ambiguous,,,
471,Hey @AppleSupport updated my OS on iphone 6s and Macbook - lost all gmail supported email prior to update. Any idea what could’ve happened??,"@682309 Thanks for reaching out. Just to clarify, is the issue that all the emails from your Gmail account have disappeared? Did this happen in the Mail app or a third-party mail app?",category_candidate,,,
472,@AppleSupport I've gotten several calls from 302-533-3514 with an automated mssg that my iCloud acct has suspicious activity. I finally picked up and was connected to an overseas call center - is this you guys??,@732016 That number does not belong to us. You can find more info on dealing with phishing attempts here: https://t.co/LNMCdqt6fD,category_candidate,,,
473,Is anyone else’s phone battery ridiculously useless since doing the new #iOS update? #iOS11 #iphone #apple @115858,@578840 We want you to have good battery life after the update. About how long is your battery lasting on a full charge? DM us here: https://t.co/GDrqU22YpT,category_candidate,,,
474,@159974 @159975 @AppleSupport y eso que el problema del 👂 speaker,@159973 We offer support via Twitter in English. Get help in Spanish here: https://t.co/IBIY3vMgPj or join https://t.co/OczyRx7IOs,category_candidate,,,
475,@AppleSupport Did iTunes stop supporting crossfade? It isn't working.,@204544 Crossfading tracks is still part of iTunes. Are you using iTunes in Windows or macOS? https://t.co/WbmJ1QQd2I,category_candidate,,,
476,@AppleSupport what’s up with this?,@__JSD__ Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9,ambiguous,,,
477,@AppleSupport iPhone 7 11.1,@562596 Thanks for that information. Let's continue our conversation in DM. https://t.co/GDrqU22YpT,ambiguous,,,
478,@AppleSupport any word on how to fix crackling noise at high levels so i can hear ppl and listen to my music? Please dont ignore us. I know im not the only one.,@666554 We're eager to work together. Please shoot us a DM with the iOS version installed on your iPhone in Settings &gt; General &gt; About. We can take things from there. https://t.co/GDrqU22YpT,category_candidate,,,
